,dominant_topic,original_text,topic_perc_contrib,tokens,num_tokens,unique_tokens,num_unique_tokens,keywords,correct
2017,Tactical Gameplay,"#1: Thank you! That's all I have to say! 
a. The Counselors option is cool. A better version than Shogun. We opened a tatami set of doors and have a warlord sitting on his chair in Full Armor. Negotiate, and a spam voice reply. Now we have some feel for a proper ""Court.""
b. Negotiating Diplomacy & trade is detailed and You ARE held accountable for your WORD and actions.
c. CA and Total War should ALL get awards, from gamer's and their fellow game makers/competitors!!!

#2. The details are Insane and AWESOME! During battle I was chasing down some broken soldiers. Cavalry ran over a farmer. She was knocked to the ground! The affect of the war in China is serious! Her companions!? Just kept walking to the fields! 

#3. As for the required attention to detail and comprehensive building browser and settlement management? BRAVO!
You want to be a Lord!? Then Lord over your EMPIRE! Kingdom! Fiefdom! whatever!? 
Sit back, listen to the music. Zoom in to your settlements and LISTEN! Are the people laughing and having conversations? Or is there chaos and hunger!?
Is your weapons craftsman working and his apprentice fueling the furnace!? Are the trade routes busy? Roads have traffic? 
Or do you have Yellow Turbans running about!? 
I LOVE the Nerdy necessities to detail! 
If you just want to build and fight wars!? Your welcome to explore the google universe!

Finally! If you're thinking of Buying #Total War: Three Kingdoms!? Buy it! Love it! 

Again, Thank You. 

p.s. I DO want a full Royal COURT animation and interactive CHARACTERS that will ADVISE me and even CHALLENGE my decisions and orders. Personality!? WAR or Diplomacy!? Sneaky or Blunt? You DO give us plenty of character interaction. Yes, with text boxes and AWESOME artwork! OMG! the Artwork! It's NOT pictures and postcards! IT""S ART!!!!!!!!
",0.631699979,"['counselor', 'option', 'version', 'shogun', 'tatami', 'set', 'door', 'chair', 'armor', 'spam', 'voice', 'reply', 'court', 'diplomacy', 'trade', 'word', 'action', 'award', 'makerscompetitor', 'battle', 'soldier', 'cavalry', 'farmer', 'ground', 'war', 'china', 'companion', 'field', 'attention', 'building', 'browser', 'settlement_management', 'bravo', 'lord', 'empire', 'kingdom', 'fiefdom', 'music', 'zoom', 'settlement', 'people', 'conversation', 'hunger', 'weapon', 'craftsman', 'apprentice', 'trade', 'route', 'road', 'traffic', 'yellow_turbans', 'love', 'necessity', 'build', 'fight', 'war', 'explore', 'universe', 'three_kingdoms', 'love', 'court', 'animation', 'character', 'challenge', 'decision', 'personality', 'war', 'diplomacy', 'character', 'interaction', 'text', 'box', 'artwork', 'artwork', 'picture', 'postcard', 'art']",77,"['award', 'picture', 'kingdom', 'text', 'companion', 'box', 'artwork', 'spam', 'version', 'character', 'apprentice', 'farmer', 'explore', 'lord', 'challenge', 'battle', 'fight', 'people', 'settlement_management', 'settlement', 'route', 'craftsman', 'weapon', 'three_kingdoms', 'door', 'road', 'decision', 'makerscompetitor', 'music', 'diplomacy', 'armor', 'love', 'chair', 'court', 'build', 'conversation', 'counselor', 'trade', 'voice', 'cavalry', 'universe', 'bravo', 'animation', 'personality', 'field', 'soldier', 'building', 'set', 'attention', 'ground', 'necessity', 'interaction', 'war', 'fiefdom', 'china', 'zoom', 'art', 'browser', 'word', 'traffic', 'hunger', 'empire', 'option', 'tatami', 'shogun', 'reply', 'yellow_turbans', 'action', 'postcard']",69,"unit, battle, faction, army, general, character, diplomacy, campaign, hero, building",1
3404,Game Stability,"Flaming pile of pandering S  H  I  T 
battles hurt my head
reflections hurt my head
Never purchasing this trash again",0.816500008,"['battle', 'head', 'reflection', 'head', 'trash']",5,"['reflection', 'battle', 'trash', 'head']",4,"campaign, hour, issue, battle, bug, crash, multiplayer, review, rome, fix",1
902,Characters,Great game 10/10 Lu Bu carried me through the campaign,0.7051,"['lu_bu', 'campaign']",2,"['lu_bu', 'campaign']",2,"china, war, cao_cao, lu_bu, liu_bei, yuan_shao, army, character, man, emperor",1
196,Tactical Gameplay,"Great game. Love the diplomacy element of the game. Being of Chinese descent, I really appreciate the cultural element of the game. The importance of ""guanxi"" is really shown in the complex diplomacy system. Additionally, the ability to offer and accept marriage is true historically where marriage was sometimes used as a tool to solidify the relationship between two factions.

I really like the inclusion of the Chinese voice-lines, which really add to the immersion of the game. Overall, very satisfied with the game, grand campaign is probably one of the best in the Total War series, but the battle element falls short of Total War Warhammer. Given the unit diversity in Warhammer, it is to be expected.

Overall 8.5/10",0.54460001,"['diplomacy', 'element', 'descent', 'element', 'importance', 'guanxi', 'diplomacy', 'ability', 'marriage', 'marriage', 'tool', 'relationship', 'faction', 'inclusion', 'voiceline', 'immersion', 'grand_campaign', 'probably_one_best', 'total_war_series', 'battle', 'element', 'unit_diversity', 'warhammer']",23,"['voiceline', 'grand_campaign', 'marriage', 'inclusion', 'tool', 'total_war_series', 'unit_diversity', 'battle', 'faction', 'ability', 'diplomacy', 'descent', 'guanxi', 'element', 'importance', 'immersion', 'relationship', 'probably_one_best', 'warhammer']",19,"unit, battle, faction, army, general, character, diplomacy, campaign, hero, building",0
1394,Series Authenticity,"pretty gud, reminds me of total war shogun 2",0.666400015,['shogun'],1,['shogun'],1,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
1525,Series Authenticity,"If you like any total war games, this should definitely be on your wishlist at the very least. The combat, graphics of the map, and the character centric story have all come together to make this one of C.A.'s best games on launch. Diplomacy has finally been revamped to put it on par with other 4X strategy games and it's very, very much appreciated. Definitely check this game out.

The only bad aspects that I have found is that the southern part of the map is a bit empty and there aren't enough unique portraits once you get further into the game.",0.8046,"['total_war_games', 'combat', 'graphic', 'map', 'character', 'centric', 'story', 'cas', 'diplomacy_finally', 'strategy_games', 'aspect', 'map', 'unique_portraits']",13,"['centric', 'combat', 'graphic', 'total_war_games', 'story', 'cas', 'strategy_games', 'map', 'character', 'aspect', 'unique_portraits', 'diplomacy_finally']",12,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
942,Series Authenticity,This game is so fucking good I will starve myself.,0.332800001,['starve'],1,['starve'],1,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
1783,Series Authenticity,"I have always been a fan of the total war games and when i heard about them making this game i was a bit worried for the game as one of their last games weren't as good as the last. I WAS WRONG, this game has some of the great gameplay elements from past games stuck in together to make the best game of the total series so far.
9.5/10",0.888700008,"['fan', 'total_war_games', 'gameplay', 'element', 'best_total', 'series']",6,"['element', 'series', 'fan', 'total_war_games', 'best_total', 'gameplay']",6,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
1554,Series Authenticity,"As a fan of the Total War series and of Dynasty Warriors, this is the best Total War game yet. It has two game mode you can play as depending on your tastes: Historical and Romance. Historical has your commander embedded in a unit like the other historical TW games, and there's no spell-like abilities. But since I came to this to see Lu Bu mow down hundreds of enemies single-handedly, Romance mode was for me.",0.521899998,"['fan', 'total_war_series', 'dynasty_warriors', 'best_total_war', 'mode', 'romance', 'commander', 'unit', 'tw_games', 'spelllike', 'ability', 'lu_bu', 'enemy', 'romance_mode']",14,"['dynasty_warriors', 'total_war_series', 'unit', 'romance_mode', 'lu_bu', 'commander', 'fan', 'tw_games', 'best_total_war', 'spelllike', 'enemy', 'ability', 'mode', 'romance']",14,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
2842,Series Authenticity,Addictive grand strategy game with heavy focus on diplomacy.,0.830900013,"['grand_strategy', 'focus', 'diplomacy']",3,"['focus', 'diplomacy', 'grand_strategy']",3,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
1731,Series Authenticity,"Its fun. It took a little it to learn this Total War game. ive played all of the others,  I like the flavor of this one.  One of the best that ive played.",0.888599992,"['fun', 'ive_played', 'flavor', 'one_best', 'ive_played']",5,"['fun', 'flavor', 'one_best', 'ive_played']",4,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
2474,Characters,"This is what Thrones of Brittania should have been like. Great job CA, now go nerf Lu Bu as the man is nearly unstoppable. He got 800 kills on his own before I was able to take him down with Guan Yu and Zhang Fei.",0.809700012,"['thrones_brittania', 'job_ca', 'lu_bu', 'man', 'guan_yu', 'zhang_fei']",6,"['man', 'thrones_brittania', 'lu_bu', 'zhang_fei', 'job_ca', 'guan_yu']",6,"china, war, cao_cao, lu_bu, liu_bei, yuan_shao, army, character, man, emperor",1
708,Series Authenticity,"This is an absolutely incredible game. I initially had my reservations about TW:TK, but I was proven very wrong when I finally played it. This is one of the few total wars that I have actually played to the very end and I would gladly recommend this to other people.",0.483799994,"['reservation', 'twtk', 'total_wars', 'end', 'people']",5,"['reservation', 'twtk', 'people', 'total_wars', 'end']",5,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
2811,Game Stability,"I was extremely wary of buying this on release given how Rome 2 fared....but CA have seriously worked their magic during the 2 months delay. 

Extremely smooth and an in-depth game (daunting for casual players) that will make even veterans of the series, take time to fully explore and understand. 

I have been pleasantly surprised by this game and strongly recommend it....

If there is one thing I would change, it is the UI. So many numbers, tabs, icons, layers etc. all over the place....it can be near impossible at times to find out what stuff means or where to find certain things.",0.813799977,"['buying', 'release', 'rome', 'faredbut', 'month', 'indepth', 'player', 'veteran', 'series', 'understand', 'pleasantly_surprised', 'strongly_recommend', 'change', 'number', 'icon', 'layer', 'stuff']",17,"['rome', 'veteran', 'stuff', 'strongly_recommend', 'indepth', 'icon', 'pleasantly_surprised', 'player', 'buying', 'month', 'release', 'series', 'understand', 'change', 'number', 'layer', 'faredbut']",17,"campaign, hour, issue, battle, bug, crash, multiplayer, review, rome, fix",1
520,Series Authenticity,One of the best Total War games at launch in a long while!,0.655900002,['one_best_total_war'],1,['one_best_total_war'],1,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
2382,Series Authenticity,It's amazing! Thank you CA. Best Total War yet!,0.77759999,"['thank_ca', 'best_total_war']",2,"['thank_ca', 'best_total_war']",2,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
2179,Tactical Gameplay,"Plays as Cao Cao, conquer all of China & proclaim all three seats of Emperor. Or play as big Dong & die at turn 30 and release L?? Bu.

Total War: THREE KINGDOMS with its two modes, Romance & Records which both modes I do play. But I mainly play on Romance for the [i]'fantasy'[/i] aspect of the Three Kingdom novel battling 1 v 1 duel. The map is not cramped together however its a large map. The Records mode, is just a regular T.W with generals nothing fantasy like Romance & WarHammer with 1 v 1 duels.

The negatives of this game would be diplomacy is kinda in a nutshell, before the patch such as food is more important than gold (depending on your situation in diplomacy) & also I want naval warfare but won't do naval battles anyway.

This is not my greatest review but its worth a buy if you do like Three Kingdom novels & had a fun time playing Dynasty Warriors. But I had fun with this game even tho racked up 38 hours & conquer all three seats in China and having majority of the factions bow under me. Its a recommended game if you want to follow the Three Kingdom story or don't.",0.400400013,"['cao_cao', 'conquer', 'china', 'seat', 'emperor', 'die', 'release', 'l??_bu', 'three_kingdoms', 'two_modes', 'romance_records', 'mode', 'romance', 'fantasy', 'three_kingdom', 'duel', 'map', 'map', 'records_mode', 'general', 'fantasy', 'romance', 'duel', 'negative', 'nutshell', 'food', 'gold', 'situation', 'diplomacy', 'warfare', 'naval_battles', 'review', 'worth_buy', 'three_kingdom', 'novel', 'dynasty_warriors', 'fun', 'hour', 'seat', 'china', 'majority', 'faction', 'three_kingdom', 'story']",44,"['seat', 'dynasty_warriors', 'novel', 'negative', 'duel', 'fun', 'story', 'romance', 'naval_battles', 'romance_records', 'faction', 'three_kingdom', 'release', 'three_kingdoms', 'food', 'general', 'cao_cao', 'diplomacy', 'two_modes', 'nutshell', 'warfare', 'l??_bu', 'gold', 'majority', 'worth_buy', 'mode', 'conquer', 'review', 'china', 'emperor', 'situation', 'fantasy', 'map', 'hour', 'records_mode', 'die']",36,"unit, battle, faction, army, general, character, diplomacy, campaign, hero, building",1
